Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
916,Cinderella Man,108539911,61649911,46890000,2005.csv,2005,0.5679930122662437,0.4320069877337563
917,The Boxtrolls,108255770,50837305,57418465,2014.csv,2014,0.4696036525351027,0.5303963474648973
918,Hidalgo,108040622,67303450,40737172,2004.csv,2004,0.6229457842254925,0.3770542157745075
919,Asterix & Obelix: Mission Cleopatra,108012365,0,108012365,2002.csv,2002,0.0,1.0
920,Neighbors 2: Sorority Rising,108007109,55455765,52551344,2016.csv,2016,0.5134455084803723,0.48655449151962765
921,Horrible Bosses 2,107645357,54445357,53200000,2014.csv,2014,0.5057845365313806,0.49421546346861944
922,Paul Blart: Mall Cop 2,107588225,71038190,36550035,2015.csv,2015,0.6602784830774929,0.33972151692250707
923,The Amityville Horror,107516369,65233369,42283000,2005.csv,2005,0.6067296506265013,0.39327034937349864
924,Clifford the Big Red Dog,107347356,48947356,58400000,2021.csv,2021,0.4559716962195138,0.5440283037804862
925,Vacation,107228221,58884188,48344033,2015.csv,2015,0.5491482321617552,0.45085176783824477
926,Shaft,107196498,70334258,36862240,2000.csv,2000,0.656124587204332,0.343875412795668
927,ParaNorman,107139399,56003051,51136348,2012.csv,2012,0.5227120137196215,0.4772879862803785
928,The Texas Chainsaw Massacre,107071655,80571655,26500000,2003.csv,2003,0.7525021911728179,0.24749780882718214
929,The Man from U.N.C.L.E.,107045109,45445109,61600000,2015.csv,2015,0.42454166682197503,0.575458333178025
930,The Breakup Guru,106980263,208959,106771304,2014.csv,2014,0.00195324814260365,0.9980467518573963
931,Chronicles of the Ghostly Tribe,106380000,0,106380000,2015.csv,2015,0.0,1.0
932,The Whole Nine Yards,106371651,57262492,49109159,2000.csv,2000,0.5383247459419428,0.46167525405805726
933,Shaun the Sheep Movie,106209378,19375982,86833396,2015.csv,2015,0.18243193176406702,0.817568068235933
934,About Schmidt,105834556,65016287,40818269,2002.csv,2002,0.6143200241705554,0.3856799758294446
935,First Man,105697415,44936545,60760870,2018.csv,2018,0.4251432733714443,0.5748567266285557
936,The Brothers Grimm,105316267,37916267,67400000,2005.csv,2005,0.36002289181024616,0.6399771081897538
937,Gangster Squad,105200903,46000903,59200000,2013.csv,2013,0.4372671877160598,0.5627328122839402
938,Along Came a Spider,105178561,74078174,31100387,2001.csv,2001,0.7043086851131192,0.2956913148868808
939,Sisters,105011053,87044645,17966408,2015.csv,2015,0.8289093625220576,0.17109063747794245
940,The Campaign,104907746,86907746,18000000,2012.csv,2012,0.8284206773444546,0.17157932265554537
941,Training Day,104876233,76631907,28244326,2001.csv,2001,0.7306889731632523,0.2693110268367477
942,Scary Stories to Tell in the Dark,104545505,68947075,35598430,2019.csv,2019,0.6594934425922951,0.3405065574077049
943,The Hitchhiker's Guide to the Galaxy,104478416,51085416,53393000,2005.csv,2005,0.48895664727535687,0.5110433527246432
944,Book Club,104438188,68566296,35871892,2018.csv,2018,0.6565251400187065,0.34347485998129346
945,The Tuxedo,104391623,50547998,53843625,2002.csv,2002,0.4842150792118636,0.5157849207881364
946,Halloween Ends,104186860,64079860,40107000,2022.csv,2022,0.6150474253663082,0.3849525746336918
947,The Cell,104155843,61334059,42821784,2000.csv,2000,0.5888681540410555,0.4111318459589444
948,Wrath of Man,103966489,27466489,76500000,2021.csv,2021,0.26418598208120697,0.7358140179187931
949,Immortal Demon Slayer,103818506,0,103818506,2017.csv,2017,0.0,1.0
950,Ouija,103590271,50856010,52734261,2014.csv,2014,0.49093423068658637,0.5090657693134136
951,The Stepford Wives,103370127,59484742,43885385,2004.csv,2004,0.5754538929801257,0.42454610701987433
952,Everything Everywhere All at Once,103365863,70008593,33357270,2022.csv,2022,0.6772893000467669,0.3227106999532331
953,Rugrats in Paris,103291131,76507756,26783375,2000.csv,2000,0.7407001478181123,0.2592998521818877
954,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014,0.41021711417518064,0.5897828858248194
955,Cold War 2,103197501,560824,102636677,2016.csv,2016,0.00543447268165922,0.9945655273183408
956,Guess Who,103121466,68915888,34205578,2005.csv,2005,0.6682981795468268,0.33170182045317315
957,Night School,103105878,77339130,25766748,2018.csv,2018,0.75009428657404,0.24990571342596005
958,Saw,103096345,55185045,47911300,2004.csv,2004,0.5352764445723076,0.4647235554276924
959,Transcendence,103039258,23022309,80016949,2014.csv,2014,0.22343240282262125,0.7765675971773788
960,Jimmy Neutron: Boy Genius,102992536,80936232,22056304,2001.csv,2001,0.7858456072972123,0.21415439270278772
961,Resident Evil,102984862,40119709,62865153,2002.csv,2002,0.3895689931594024,0.6104310068405976
962,Jigsaw,102952888,38052832,64900056,2017.csv,2017,0.3696140316141496,0.6303859683858505
963,Just Like Heaven,102854431,48318130,54536301,2005.csv,2005,0.4697719828910434,0.5302280171089566
964,Chappie,102811889,31569268,71242621,2015.csv,2015,0.3070585348354022,0.6929414651645979
965,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,59283211,2012.csv,2012,0.4229759991359903,0.5770240008640096
966,Project X,102731865,54731865,48000000,2012.csv,2012,0.5327642499238187,0.46723575007618134
967,Dawn of the Dead,102278712,59020957,43257755,2004.csv,2004,0.5770600337634287,0.4229399662365713
968,John Q,102244770,71756802,30487968,2002.csv,2002,0.7018139118509436,0.29818608814905645
969,Railroad Tigers,102205175,218044,101987131,2016.csv,2016,0.002133394908819441,0.9978666050911805
970,RRR,102166248,11113000,91053248,2022.csv,2022,0.10877369207098611,0.8912263079290139
971,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014,0.8974877900020806,0.10251220999791938
972,Detective Conan: Zero the Enforcer,101860359,0,101860359,2018.csv,2018,0.0,1.0
973,The Devil Inside,101758490,53261944,48496546,2012.csv,2012,0.5234152354265477,0.4765847645734523
974,Just Married,101564935,56127162,45437773,2003.csv,2003,0.5526234226408947,0.4473765773591053
975,Miss Congeniality 2: Armed & Fabulous,101393569,48478006,52915563,2005.csv,2005,0.4781171673718281,0.5218828326281719
976,The Recruit,101191884,52802140,48389744,2003.csv,2003,0.5218021239727091,0.47819787602729086
977,The Roundup,101146507,812859,100333648,2022.csv,2022,0.008036451520762848,0.9919635484792372
978,Joy,101134059,56451232,44682827,2015.csv,2015,0.5581822044737669,0.4418177955262332
979,Kung Fu Hustle,100912445,17108591,83803854,2004.csv,2004,0.16953896023429024,0.8304610397657097
980,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014,0.665190155251325,0.334809844748675
981,Ladder 49,100572044,74541707,26030337,2004.csv,2004,0.7411772102394578,0.2588227897605422
982,Life,100541806,30234022,70307784,2017.csv,2017,0.30071095003008,0.69928904996992
983,Instructions Not Included,100486616,44467206,56019410,2013.csv,2013,0.44251869323572407,0.557481306764276
984,Tammy,100375432,84525432,15850000,2014.csv,2014,0.8420928340313395,0.15790716596866053
985,PK,100370104,10616104,89754000,2014.csv,2014,0.10576958254422054,0.8942304174557795
986,Philomena,100129872,37709979,62419893,2013.csv,2013,0.376610678180034,0.623389321819966
987,The Continent,100125957,0,100125957,2014.csv,2014,0.0,1.0
988,Don't Say a Word,100020092,55001642,45018450,2001.csv,2001,0.5499059328999617,0.45009406710003824
989,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017,0.5168062179279356,0.48319378207206437
990,The Book of Life,99783556,50151543,49632013,2014.csv,2014,0.5026032846534353,0.4973967153465647
991,Black Mass,99775678,62575678,37200000,2015.csv,2015,0.6271636460340565,0.3728363539659435
992,Alpha,99630675,35857181,63773494,2018.csv,2018,0.35990101442151223,0.6400989855784878
993,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.002982960932229497,0.9970170390677705
994,The Lucky One,99357138,60457138,38900000,2012.csv,2012,0.6084830865397914,0.39151691346020856
995,Hellboy,99318987,59623958,39695029,2004.csv,2004,0.600327890980201,0.399672109019799
996,Shanghai Noon,99274467,56937502,42336965,2000.csv,2000,0.5735362145031713,0.42646378549682873
997,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,0.3370722674553698,0.6629277325446302
998,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,0.023213546398122804,0.9767864536018772
999,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.0008887177612780155,0.999111282238722
1000,Spotlight,98690254,45055776,53634478,2015.csv,2015,0.45653723821604514,0.5434627617839549
1001,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.0013291894228497619,0.9986708105771502
1002,The Visit,98450062,65206105,33243957,2015.csv,2015,0.6623267032579421,0.3376732967420579
1003,Crash,98410061,54580300,43829761,2005.csv,2005,0.5546211377716757,0.4453788622283244
1004,Evolution,98376292,38345494,60030798,2001.csv,2001,0.38978389224102894,0.6102161077589711
1005,Riddick,98337295,42025135,56312160,2013.csv,2013,0.4273570368190421,0.572642963180958
1006,Once Upon a Time in Mexico,98096026,56359780,41736246,2003.csv,2003,0.5745368318997958,0.4254631681002042
1007,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,0.012252129233715547,0.9877478707662845
1008,Are We There Yet?,97918663,82674398,15244265,2005.csv,2005,0.8443170634386623,0.15568293656133764
1009,Phone Booth,97837138,46566212,51270926,2003.csv,2003,0.4759564001146477,0.5240435998853523
1010,I Am Sam,97818139,40311852,57506287,2001.csv,2001,0.4121101915463757,0.5878898084536244
1011,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,0.5484028474401206,0.4515971525598795
1012,Safe Haven,97594140,71349120,26245020,2013.csv,2013,0.7310799603336839,0.26892003966631606
1013,The Little Prince,97571250,1339152,96232098,2015.csv,2015,0.013724862600407395,0.9862751373995926
1014,Evil Dead,97542952,54239856,43303096,2013.csv,2013,0.5560612518677925,0.44393874813220746
1015,42,97470701,95020213,2450488,2013.csv,2013,0.9748592348792074,0.025140765120792555
1016,The Hustle,97409779,35417038,61992741,2019.csv,2019,0.3635881157270668,0.6364118842729332
1017,Jarhead,97076152,62658220,34417932,2005.csv,2005,0.6454543027210226,0.35454569727897745
1018,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017,0.0,1.0
1019,Enemy at the Gates,96976270,51401758,45574512,2001.csv,2001,0.530044700626246,0.469955299373754
1020,The Shack,96942115,57386418,39555697,2017.csv,2017,0.5919658138261168,0.40803418617388326
1021,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018,0.0,1.0
1022,The Butterfly Effect,96693417,57938693,38754724,2004.csv,2004,0.5991999744925759,0.40080002550742416
1023,Christmas with the Kranks,96572480,73780539,22791941,2004.csv,2004,0.7639913461888935,0.23600865381110644
1024,13 Going on 30,96455697,57231747,39223950,2004.csv,2004,0.5933475033620875,0.4066524966379124
1025,Contraband,96262212,66528000,29734212,2012.csv,2012,0.6911123131057907,0.3088876868942093
1026,Red Eye,96258201,57891803,38366398,2005.csv,2005,0.6014220336405415,0.3985779663594586
1027,The Tigger Movie,96159800,45554533,50605267,2000.csv,2000,0.4737378093548448,0.5262621906451552
1028,Assassination,96119773,1904682,94215091,2015.csv,2015,0.019815714712518098,0.9801842852874819
1029,The Manchurian Candidate,96105910,65955630,30150280,2004.csv,2004,0.6862806876288877,0.3137193123711122
1030,The 6th Day,96085477,34604280,61481197,2000.csv,2000,0.36014058607420973,0.6398594139257903
1031,Think Like a Man,96070507,91547205,4523302,2012.csv,2012,0.9529168509540602,0.04708314904593977
1032,The Favourite,95918706,34366783,61551923,2018.csv,2018,0.35829072798375744,0.6417092720162426
1033,Be Cool,95763716,56046979,39716737,2005.csv,2005,0.5852632013569733,0.41473679864302676
1034,Qing sheng,95721752,100026,95621726,2016.csv,2016,0.0010449662475881135,0.9989550337524119
1035,Underworld,95708457,51970690,43737767,2003.csv,2003,0.5430104259229673,0.4569895740770327
1036,The New King of Comedy,95618308,0,95618308,2019.csv,2019,0.0,1.0
1037,Detective Conan: The Scarlet Bullet,95580715,0,95580715,2021.csv,2021,0.0,1.0
1038,Poltergeist,95437994,47425125,48012869,2015.csv,2015,0.49692080703205055,0.5030791929679495
1039,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,0.32669329746258285,0.6733067025374172
1040,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,0.43439421843753606,0.565605781562464
1041,Rush,95224595,26947624,68276971,2013.csv,2013,0.28299016656358583,0.7170098334364142
1042,40 Days and 40 Nights,95146283,37950822,57195461,2002.csv,2002,0.3988681512655623,0.6011318487344377
1043,Adoring,94975692,0,94975692,2019.csv,2019,0.0,1.0
1044,Changing Lanes,94935764,66818548,28117216,2002.csv,2002,0.7038290438153528,0.2961709561846471
1045,Kill Mobile,94870905,0,94870905,2018.csv,2018,0.0,1.0
1046,The Wedding Planner,94728529,60400856,34327673,2001.csv,2001,0.6376205419594344,0.3623794580405656
1047,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,0.5161402291568811,0.48385977084311893
1048,Veteran,94393020,1200627,93192393,2015.csv,2015,0.01271944684045494,0.9872805531595451
1049,Masquerade,94268432,922921,93345511,2012.csv,2012,0.009790350602203715,0.9902096493977963
1050,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,1.0
1051,Fleet of Time,94244191,569280,93674911,2014.csv,2014,0.006040478399353017,0.9939595216006469
1052,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,0.378356195784407,0.6216438042155931
1053,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,0.2807793844166174,0.7192206155833827
1054,Blockers,94017294,60311495,33705799,2018.csv,2018,0.6414936277574634,0.35850637224253656
1055,The Skeleton Key,93983911,47907715,46076196,2005.csv,2005,0.5097437900833899,0.49025620991661006
1056,Syriana,93974620,50824620,43150000,2005.csv,2005,0.540833471845909,0.459166528154091
1057,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,0.26640285420183685,0.7335971457981632
1058,The Man from Macau,93864936,0,93864936,2014.csv,2014,0.0,1.0
1059,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.00012813125151126635,0.9998718687484888
1060,The Internship,93492844,44672764,48820080,2013.csv,2013,0.4778201420421011,0.5221798579578989
1061,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,0.5275685847008008,0.47243141529919924
1062,Calendar Girls,93400759,31041759,62359000,2003.csv,2003,0.3323501792956522,0.6676498207043479
1063,Goosebumps 2: Slappy's Revenge,93320380,46700633,46619747,2018.csv,2018,0.5004333780038187,0.49956662199618135
1064,Money Monster,93282604,41012075,52270529,2016.csv,2016,0.43965405382551287,0.5603459461744872
1065,Secret Window,92913171,48022900,44890271,2004.csv,2004,0.5168578306298469,0.48314216937015314
1066,Evangelion: 3.0+1.01 Thrice Upon a Time,92900767,0,92900767,2021.csv,2021,0.0,1.0
1067,The Family Stone,92884429,60062868,32821561,2005.csv,2005,0.646640870236711,0.353359129763289
1068,House of Flying Daggers,92863945,11050094,81813851,2004.csv,2004,0.11899229566437222,0.8810077043356278
1069,Train to Busan,92742323,2129768,90612555,2016.csv,2016,0.022964359001445327,0.9770356409985547
1070,Five Feet Apart,92554209,45729221,46824988,2019.csv,2019,0.49408040427421296,0.505919595725787
1071,Four Brothers,92374674,74494381,17880293,2005.csv,2005,0.806437281716415,0.19356271828358496
1072,Downton Abbey: A New Era,92235293,43896550,48338743,2022.csv,2022,0.475919234083205,0.524080765916795
1073,Downfall,92181574,5509040,86672534,2004.csv,2004,0.059762919648128375,0.9402370803518716
1074,The Woman King,92113563,67013563,25100000,2022.csv,2022,0.7275102690360593,0.2724897309639407
1075,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
1076,Brave Hearts: Umizaru,91884352,0,91884352,2012.csv,2012,0.0,1.0
1077,End Game,91824961,23149,91801812,2021.csv,2021,0.00025209920862367697,0.9997479007913763
1078,Behind Enemy Lines,91753202,58856790,32896412,2001.csv,2001,0.6414685124558378,0.3585314875441622
1079,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
1080,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
1081,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
1082,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
1083,White Noise,91196419,56386759,34809660,2005.csv,2005,0.6183001440001717,0.38169985599982825
1084,Romeo Must Die,91036760,55973336,35063424,2000.csv,2000,0.6148432347548397,0.3851567652451603
1085,Final Destination 2,90941129,46961214,43979915,2003.csv,2003,0.5163913678705264,0.4836086321294736
1086,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
1087,Fantasia 2000,90874570,60655420,30219150,2000.csv,2000,0.667463075753756,0.33253692424624404
1088,Racing Stripes,90754475,49772522,40981953,2005.csv,2005,0.5484304988817356,0.45156950111826444
